answer_correct,case_id,condition,constraint_violation,expected_token_id,expected_token_rank,format_compliant,generated_text,generation_seconds,protocol,required_evidence_use,scope,decode_calls_with_memory,decode_lifetime_pass,duplication_ratio,layer_count,layers,merged_interval_count,overlap_removed_tokens,query_position_offset,raw_interval_count,raw_selected_tokens,selected_reference_count,target_span_tokens,unique_native_tokens
0,conflicting_state-high-s71,NATIVE_FULL_SESSION,1,11692,2,1,"</think>

ANSWER=task= ANSW=granite
granite",6.632381899980828,paper8-native-bug-ablation-v2,0.0,native,420,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",8,0,55,8,368,8,full,368
1,conflicting_state-high-s71,NATIVE_FULL_TASK_SCOPE,0,11692,1,1,ANSWER= linen,1.5881376001052558,paper8-native-bug-ablation-v2,1.0,native,140,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,41,1,41,1,full,41
1,conflicting_state-high-s71,A1_REQUIRED_RECORDS_FULL,0,11692,1,1,ANSWER= linen,1.5737126001622528,paper8-native-bug-ablation-v2,1.0,native,140,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,41,1,41,1,full,41
1,conflicting_state-high-s71,A2_SELECTED_RECORDS_FULL,0,11692,1,1,ANSWER= linen,1.4448442999273539,paper8-native-bug-ablation-v2,1.0,native,140,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,41,41,2,82,1,full,41
1,conflicting_state-high-s71,A3_SELECTED_PLUS_REQUIRED_FULL,0,11692,1,1,ANSWER= linen,1.5134554000105709,paper8-native-bug-ablation-v2,1.0,native,140,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,41,1,41,1,full,41
1,conflicting_state-high-s71,A4_A5_SELECTED_WINDOW_512,0,11692,1,1,ANSWER= linen,1.6537419999949634,paper8-native-bug-ablation-v2,1.0,native,140,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,41,41,2,82,1,512,41
1,conflicting_state-high-s71,A4_A5_SELECTED_WINDOW_256,0,11692,1,1,ANSWER= linen,1.7815841999836266,paper8-native-bug-ablation-v2,1.0,native,140,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,41,41,2,82,1,256,41
1,conflicting_state-high-s71,A4_A5_SELECTED_WINDOW_128,0,11692,1,1,ANSWER= linen,1.3937832000665367,paper8-native-bug-ablation-v2,1.0,native,140,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,41,41,2,82,1,128,41
1,conflicting_state-high-s71,A4_A5_SELECTED_WINDOW_96,0,11692,1,1,ANSWER= linen,1.6123567000031471,paper8-native-bug-ablation-v2,1.0,native,140,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,41,41,2,82,1,96,41
1,conflicting_state-high-s71,A4_A5_SELECTED_WINDOW_64,0,11692,1,1,ANSWER= linen,1.7070210999809206,paper8-native-bug-ablation-v2,1.0,native,140,1,2.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,41,41,2,82,1,64,41
1,conflicting_state-high-s71,A4_A5_SELECTED_WINDOW_32,0,11692,1,1,ANSWER= linen,1.576124700019136,paper8-native-bug-ablation-v2,1.0,native,140,1,1.5609756097560976,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,23,41,2,64,1,32,41
0,conflicting_state-high-s71,A6_PAPER3_EVIDENCE_RADIUS0_ALL28,0,11692,17652,0,,0.3988884000573307,paper8-native-bug-ablation-v2,0.0,native,28,1,1.0,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",1,0,41,1,23,1,,23
0,conflicting_state-high-s71,LAYER_ABLATION_FULL_SELECTED_SPARSE4,0,11692,1,1,ANSWER= <value>,1.5623385000508279,paper8-native-bug-ablation-v2,0.0,native,28,1,2.0,4,"[11, 17, 23, 27]",1,41,41,2,82,1,full,41
0,conflicting_state-high-s71,LAYER_ABLATION_FULL_SELECTED_LATE1,0,11692,1,1,ANSWER= <value> resolve_acme>,1.9749855999834836,paper8-native-bug-ablation-v2,0.0,native,11,1,2.0,1,[27],1,41,41,2,82,1,full,41
